index,symbol,average,category
NIFTY TOTAL MKT,SPLPETRO,0.02,Broad Market
NIFTY TOTAL MKT,SWANCORP,0.02,Broad Market
NIFTY TOTAL MKT,TANLA,0.02,Broad Market
NIFTY TOTAL MKT,TARIL,0.02,Broad Market
NIFTY TOTAL MKT,TBOTEK,0.02,Broad Market
NIFTY TOTAL MKT,TEJASNET,0.02,Broad Market
NIFTY TOTAL MKT,TENNIND,0.02,Broad Market
NIFTY TOTAL MKT,THANGAMAYL,0.02,Broad Market
NIFTY TOTAL MKT,THELEELA,0.02,Broad Market
NIFTY TOTAL MKT,TI,0.02,Broad Market
NIFTY TOTAL MKT,TIMETECHNO,0.02,Broad Market
NIFTY TOTAL MKT,TRIDENT,0.02,Broad Market
NIFTY TOTAL MKT,TRIVENI,0.02,Broad Market
NIFTY TOTAL MKT,TSFINV,0.02,Broad Market
NIFTY TOTAL MKT,UTIAMC,0.02,Broad Market
NIFTY TOTAL MKT,V2RETAIL,0.02,Broad Market
NIFTY TOTAL MKT,VIYASH,0.02,Broad Market
NIFTY TOTAL MKT,WEBELSOLAR,0.02,Broad Market
NIFTY TOTAL MKT,WELSPUNLIV,0.02,Broad Market
NIFTY TOTAL MKT,WESTLIFE,0.02,Broad Market
NIFTY TOTAL MKT,YATHARTH,0.02,Broad Market
NIFTY TOTAL MKT,ZYDUSWELL,0.02,Broad Market
NIFTY TOTAL MKT,AARTIDRUGS,0.01,Broad Market
NIFTY TOTAL MKT,ABDL,0.01,Broad Market
NIFTY TOTAL MKT,ABFRL,0.01,Broad Market
NIFTY TOTAL MKT,ACMESOLAR,0.01,Broad Market
NIFTY TOTAL MKT,ADVENZYMES,0.01,Broad Market
NIFTY TOTAL MKT,AEGISVOPAK,0.01,Broad Market
NIFTY TOTAL MKT,AEQUS,0.01,Broad Market
NIFTY TOTAL MKT,AHLUCONT,0.01,Broad Market
NIFTY TOTAL MKT,AKUMS,0.01,Broad Market
NIFTY TOTAL MKT,ALIVUS,0.01,Broad Market
NIFTY TOTAL MKT,ALKYLAMINE,0.01,Broad Market
NIFTY TOTAL MKT,ALOKINDS,0.01,Broad Market
NIFTY TOTAL MKT,ANUP,0.01,Broad Market
NIFTY TOTAL MKT,ASHOKA,0.01,Broad Market
NIFTY TOTAL MKT,ASKAUTOLTD,0.01,Broad Market
NIFTY TOTAL MKT,ATLANTAELE,0.01,Broad Market
NIFTY TOTAL MKT,AURIONPRO,0.01,Broad Market
NIFTY TOTAL MKT,AWFIS,0.01,Broad Market
NIFTY TOTAL MKT,BAJAJELEC,0.01,Broad Market
NIFTY TOTAL MKT,BALAMINES,0.01,Broad Market
NIFTY TOTAL MKT,BALUFORGE,0.01,Broad Market
NIFTY TOTAL MKT,BANCOINDIA,0.01,Broad Market
NIFTY TOTAL MKT,BBTC,0.01,Broad Market
NIFTY TOTAL MKT,BECTORFOOD,0.01,Broad Market
NIFTY TOTAL MKT,BIRLACORPN,0.01,Broad Market
NIFTY TOTAL MKT,BLUEJET,0.01,Broad Market
NIFTY TOTAL MKT,BLUESTONE,0.01,Broad Market
NIFTY TOTAL MKT,BORORENEW,0.01,Broad Market
NIFTY TOTAL MKT,CAMPUS,0.01,Broad Market
NIFTY TOTAL MKT,CANHLIFE,0.01,Broad Market
NIFTY TOTAL MKT,CCAVENUE,0.01,Broad Market
NIFTY TOTAL MKT,CELLO,0.01,Broad Market
NIFTY TOTAL MKT,CERA,0.01,Broad Market
NIFTY TOTAL MKT,CIGNITITEC,0.01,Broad Market
NIFTY TOTAL MKT,CRAMC,0.01,Broad Market
NIFTY TOTAL MKT,DATAMATICS,0.01,Broad Market
NIFTY TOTAL MKT,DBL,0.01,Broad Market
NIFTY TOTAL MKT,DBREALTY,0.01,Broad Market
NIFTY TOTAL MKT,DIACABS,0.01,Broad Market
NIFTY TOTAL MKT,EIEL,0.01,Broad Market
NIFTY TOTAL MKT,ELECTCAST,0.01,Broad Market
NIFTY TOTAL MKT,EMIL,0.01,Broad Market
NIFTY TOTAL MKT,EMMVEE,0.01,Broad Market
NIFTY TOTAL MKT,ENTERO,0.01,Broad Market
NIFTY TOTAL MKT,FEDFINA,0.01,Broad Market
NIFTY TOTAL MKT,FIEMIND,0.01,Broad Market
NIFTY TOTAL MKT,GAEL,0.01,Broad Market
NIFTY TOTAL MKT,GALLANTT,0.01,Broad Market
NIFTY TOTAL MKT,GMMPFAUDLR,0.01,Broad Market
NIFTY TOTAL MKT,GODREJAGRO,0.01,Broad Market
NIFTY TOTAL MKT,GOKULAGRO,0.01,Broad Market
NIFTY TOTAL MKT,GREAVESCOT,0.01,Broad Market
NIFTY TOTAL MKT,HAPPSTMNDS,0.01,Broad Market
NIFTY TOTAL MKT,HEMIPROP,0.01,Broad Market
NIFTY TOTAL MKT,HERITGFOOD,0.01,Broad Market
NIFTY TOTAL MKT,HGINFRA,0.01,Broad Market
NIFTY TOTAL MKT,ICIL,0.01,Broad Market
NIFTY TOTAL MKT,IFBIND,0.01,Broad Market
NIFTY TOTAL MKT,IMFA,0.01,Broad Market
NIFTY TOTAL MKT,INDIACEM,0.01,Broad Market
NIFTY TOTAL MKT,INDIAGLYCO,0.01,Broad Market
NIFTY TOTAL MKT,INDIGOPNTS,0.01,Broad Market
NIFTY TOTAL MKT,INOXGREEN,0.01,Broad Market
NIFTY TOTAL MKT,ITI,0.01,Broad Market
NIFTY TOTAL MKT,JAIBALAJI,0.01,Broad Market
NIFTY TOTAL MKT,JAINREC,0.01,Broad Market
NIFTY TOTAL MKT,JAMNAAUTO,0.01,Broad Market
NIFTY TOTAL MKT,JBMA,0.01,Broad Market
NIFTY TOTAL MKT,JKPAPER,0.01,Broad Market
NIFTY TOTAL MKT,JSFB,0.01,Broad Market
NIFTY TOTAL MKT,JSLL,0.01,Broad Market
NIFTY TOTAL MKT,JUSTDIAL,0.01,Broad Market
NIFTY TOTAL MKT,KITEX,0.01,Broad Market
NIFTY TOTAL MKT,KNRCON,0.01,Broad Market
NIFTY TOTAL MKT,KRBL,0.01,Broad Market
NIFTY TOTAL MKT,KRN,0.01,Broad Market
NIFTY TOTAL MKT,KSCL,0.01,Broad Market
NIFTY TOTAL MKT,LATENTVIEW,0.01,Broad Market
NIFTY TOTAL MKT,LXCHEM,0.01,Broad Market
NIFTY TOTAL MKT,MAHSEAMLES,0.01,Broad Market
NIFTY TOTAL MKT,MANYAVAR,0.01,Broad Market
NIFTY TOTAL MKT,MAPMYINDIA,0.01,Broad Market
NIFTY TOTAL MKT,MASTEK,0.01,Broad Market
NIFTY TOTAL MKT,MIDHANI,0.01,Broad Market
NIFTY TOTAL MKT,MOIL,0.01,Broad Market
NIFTY TOTAL MKT,MRPL,0.01,Broad Market
NIFTY TOTAL MKT,MSTCLTD,0.01,Broad Market
NIFTY TOTAL MKT,NEOGEN,0.01,Broad Market
NIFTY TOTAL MKT,NESCO,0.01,Broad Market
NIFTY TOTAL MKT,NETWORK18,0.01,Broad Market
NIFTY TOTAL MKT,NEWGEN,0.01,Broad Market
NIFTY TOTAL MKT,NUVOCO,0.01,Broad Market
NIFTY TOTAL MKT,ORKLAINDIA,0.01,Broad Market
NIFTY TOTAL MKT,OSWALPUMPS,0.01,Broad Market
NIFTY TOTAL MKT,PARAS,0.01,Broad Market
NIFTY TOTAL MKT,PFOCUS,0.01,Broad Market
NIFTY TOTAL MKT,PGIL,0.01,Broad Market
NIFTY TOTAL MKT,PICCADIL,0.01,Broad Market
NIFTY TOTAL MKT,PNCINFRA,0.01,Broad Market
NIFTY TOTAL MKT,PNGJL,0.01,Broad Market
NIFTY TOTAL MKT,PRSMJOHNSN,0.01,Broad Market
NIFTY TOTAL MKT,PURVA,0.01,Broad Market
NIFTY TOTAL MKT,QPOWER,0.01,Broad Market
NIFTY TOTAL MKT,QUESS,0.01,Broad Market
NIFTY TOTAL MKT,RAILTEL,0.01,Broad Market
NIFTY TOTAL MKT,RAIN,0.01,Broad Market
NIFTY TOTAL MKT,RALLIS,0.01,Broad Market
NIFTY TOTAL MKT,RAYMONDLSL,0.01,Broad Market
NIFTY TOTAL MKT,RCF,0.01,Broad Market
NIFTY TOTAL MKT,REDTAPE,0.01,Broad Market
NIFTY TOTAL MKT,REFEX,0.01,Broad Market
NIFTY TOTAL MKT,RELAXO,0.01,Broad Market
NIFTY TOTAL MKT,RENUKA,0.01,Broad Market
NIFTY TOTAL MKT,RHIM,0.01,Broad Market
NIFTY TOTAL MKT,RITES,0.01,Broad Market
NIFTY TOTAL MKT,RTNINDIA,0.01,Broad Market
NIFTY TOTAL MKT,RTNPOWER,0.01,Broad Market
NIFTY TOTAL MKT,RUBICON,0.01,Broad Market
NIFTY TOTAL MKT,SAMHI,0.01,Broad Market
NIFTY TOTAL MKT,SANDUMA,0.01,Broad Market
NIFTY TOTAL MKT,SAREGAMA,0.01,Broad Market
NIFTY TOTAL MKT,SENCO,0.01,Broad Market
NIFTY TOTAL MKT,SFL,0.01,Broad Market
NIFTY TOTAL MKT,SHARDACROP,0.01,Broad Market
NIFTY TOTAL MKT,SHAREINDIA,0.01,Broad Market
NIFTY TOTAL MKT,SKIPPER,0.01,Broad Market
NIFTY TOTAL MKT,SKYGOLD,0.01,Broad Market
NIFTY TOTAL MKT,SMLMAH,0.01,Broad Market
NIFTY TOTAL MKT,SPARC,0.01,Broad Market
NIFTY TOTAL MKT,STARCEMENT,0.01,Broad Market
NIFTY TOTAL MKT,STYRENIX,0.01,Broad Market
NIFTY TOTAL MKT,SUBROS,0.01,Broad Market
NIFTY TOTAL MKT,SUDEEPPHRM,0.01,Broad Market
NIFTY TOTAL MKT,SUNTECK,0.01,Broad Market
NIFTY TOTAL MKT,SUPRIYA,0.01,Broad Market
NIFTY TOTAL MKT,SURYAROSNI,0.01,Broad Market
NIFTY TOTAL MKT,SWSOLAR,0.01,Broad Market
NIFTY TOTAL MKT,TARC,0.01,Broad Market
NIFTY TOTAL MKT,TEGA,0.01,Broad Market
NIFTY TOTAL MKT,TEXRAIL,0.01,Broad Market
NIFTY TOTAL MKT,THOMASCOOK,0.01,Broad Market
NIFTY TOTAL MKT,THYROCARE,0.01,Broad Market
NIFTY TOTAL MKT,TIPSMUSIC,0.01,Broad Market
NIFTY TOTAL MKT,TRANSRAILL,0.01,Broad Market
NIFTY TOTAL MKT,TRAVELFOOD,0.01,Broad Market
NIFTY TOTAL MKT,TTML,0.01,Broad Market
NIFTY TOTAL MKT,TVSSCS,0.01,Broad Market
NIFTY TOTAL MKT,UCOBANK,0.01,Broad Market
NIFTY TOTAL MKT,URBANCO,0.01,Broad Market
NIFTY TOTAL MKT,VAIBHAVGBL,0.01,Broad Market
NIFTY TOTAL MKT,VARROC,0.01,Broad Market
NIFTY TOTAL MKT,VIKRAMSOLR,0.01,Broad Market
NIFTY TOTAL MKT,VIPIND,0.01,Broad Market
NIFTY TOTAL MKT,VMART,0.01,Broad Market
NIFTY TOTAL MKT,WAAREERTL,0.01,Broad Market
NIFTY TOTAL MKT,WELENT,0.01,Broad Market
NIFTY TOTAL MKT,WEWORK,0.01,Broad Market
NIFTY TOTAL MKT,ZAGGLE,0.01,Broad Market
NIFTY TOTAL MKT,CAPILLARY,0.0,Broad Market
NIFTY TOTAL MKT,CORONA,0.0,Broad Market
NIFTY TOTAL MKT,CRIZAC,0.0,Broad Market
NIFTY TOTAL MKT,ELLEN,0.0,Broad Market
NIFTY TOTAL MKT,LOTUSDEV,0.0,Broad Market
NIFTY TOTAL MKT,MMTC,0.0,Broad Market
NIFTY TOTAL MKT,NFL,0.0,Broad Market
NIFTY TOTAL MKT,OPTIEMUS,0.0,Broad Market
NIFTY TOTAL MKT,ORIENTCEM,0.0,Broad Market
NIFTY TOTAL MKT,PARKHOSPS,0.0,Broad Market
NIFTY TOTAL MKT,ROUTE,0.0,Broad Market
NIFTY TOTAL MKT,SAATVIKGL,0.0,Broad Market
NIFTY TOTAL MKT,SMARTWORKS,0.0,Broad Market
NIFTY TOTAL MKT,STYL,0.0,Broad Market
NIFTY TOTAL MKT,UTLSOLAR,0.0,Broad Market
NIFTY TOTAL MKT,WAKEFIT,0.0,Broad Market
NIFTY TRANS LOGIS,TVSMOTOR,18.41,Thematic
NIFTY TRANS LOGIS,M&M,12.35,Thematic
NIFTY TRANS LOGIS,ETERNAL,8.34,Thematic
NIFTY TRANS LOGIS,MARUTI,7.58,Thematic
NIFTY TRANS LOGIS,ADANIPORTS,5.42,Thematic
NIFTY TRANS LOGIS,BAJAJ-AUTO,4.71,Thematic
NIFTY TRANS LOGIS,INDIGO,4.53,Thematic
NIFTY TRANS LOGIS,EICHERMOT,4.36,Thematic
NIFTY TRANS LOGIS,TMCV,3.92,Thematic
NIFTY TRANS LOGIS,TMPV,3.3,Thematic
NIFTY TRANS LOGIS,HEROMOTOCO,2.96,Thematic
NIFTY TRANS LOGIS,MOTHERSON,2.5,Thematic
NIFTY TRANS LOGIS,BHARATFORG,2.28,Thematic
NIFTY TRANS LOGIS,ASHOKLEY,2.15,Thematic
NIFTY TRANS LOGIS,SWIGGY,1.75,Thematic
NIFTY TRANS LOGIS,GMRAIRPORT,1.57,Thematic
NIFTY TRANS LOGIS,BOSCHLTD,1.44,Thematic
NIFTY TRANS LOGIS,TIINDIA,1.44,Thematic
NIFTY TRANS LOGIS,SONACOMS,1.21,Thematic
NIFTY TRANS LOGIS,MRF,1.18,Thematic
NIFTY TRANS LOGIS,DELHIVERY,1.17,Thematic
NIFTY TRANS LOGIS,HYUNDAI,1.17,Thematic
NIFTY TRANS LOGIS,MAZDOCK,0.92,Thematic
NIFTY TRANS LOGIS,UNOMINDA,0.92,Thematic
NIFTY TRANS LOGIS,BALKRISIND,0.79,Thematic
NIFTY TRANS LOGIS,CONCOR,0.79,Thematic
NIFTY TRANS LOGIS,SCHAEFFLER,0.77,Thematic
NIFTY TRANS LOGIS,IRCTC,0.74,Thematic
NIFTY TRANS LOGIS,EXIDEIND,0.73,Thematic
NIFTY TRANS LOGIS,APOLLOTYRE,0.61,Thematic
NIFTY100 QUALTY30,INFY,13.3,Factor-Based (Quality)
NIFTY100 QUALTY30,ITC,9.66,Factor-Based (Quality)
NIFTY100 QUALTY30,TCS,8.24,Factor-Based (Quality)
NIFTY100 QUALTY30,HINDUNILVR,6.69,Factor-Based (Quality)
NIFTY100 QUALTY30,MARUTI,5.57,Factor-Based (Quality)
NIFTY100 QUALTY30,BEL,5.15,Factor-Based (Quality)
NIFTY100 QUALTY30,HCLTECH,4.17,Factor-Based (Quality)
NIFTY100 QUALTY30,ASIANPAINT,3.66,Factor-Based (Quality)
NIFTY100 QUALTY30,COALINDIA,3.5,Factor-Based (Quality)
NIFTY100 QUALTY30,BAJAJ-AUTO,3.46,Factor-Based (Quality)
NIFTY100 QUALTY30,NESTLEIND,3.41,Factor-Based (Quality)
NIFTY100 QUALTY30,EICHERMOT,3.21,Factor-Based (Quality)
NIFTY100 QUALTY30,TECHM,2.95,Factor-Based (Quality)
NIFTY100 QUALTY30,HAL,2.72,Factor-Based (Quality)
NIFTY100 QUALTY30,DRREDDY,2.71,Factor-Based (Quality)
NIFTY100 QUALTY30,DIVISLAB,2.7,Factor-Based (Quality)
NIFTY100 QUALTY30,VBL,2.34,Factor-Based (Quality)
NIFTY100 QUALTY30,BRITANNIA,2.2,Factor-Based (Quality)
NIFTY100 QUALTY30,WIPRO,1.9,Factor-Based (Quality)
NIFTY100 QUALTY30,GODREJCP,1.45,Factor-Based (Quality)
NIFTY100 QUALTY30,PIDILITIND,1.43,Factor-Based (Quality)
NIFTY100 QUALTY30,UNITDSPR,1.34,Factor-Based (Quality)
NIFTY100 QUALTY30,LTM,1.33,Factor-Based (Quality)
NIFTY100 QUALTY30,ABB,1.26,Factor-Based (Quality)
NIFTY100 QUALTY30,SOLARINDS,1.23,Factor-Based (Quality)
NIFTY100 QUALTY30,BOSCHLTD,1.06,Factor-Based (Quality)
NIFTY100 QUALTY30,HAVELLS,1.06,Factor-Based (Quality)
NIFTY100 QUALTY30,HINDZINC,0.88,Factor-Based (Quality)
NIFTY100 QUALTY30,ZYDUSLIFE,0.75,Factor-Based (Quality)
NIFTY100 QUALTY30,MAZDOCK,0.67,Factor-Based (Quality)
NIFTY200 QUALTY30,INFY,15.14,Factor-Based (Quality)
NIFTY200 QUALTY30,ITC,11.0,Factor-Based (Quality)
NIFTY200 QUALTY30,TCS,9.39,Factor-Based (Quality)
NIFTY200 QUALTY30,HINDUNILVR,7.62,Factor-Based (Quality)
NIFTY200 QUALTY30,BEL,5.87,Factor-Based (Quality)
NIFTY200 QUALTY30,HCLTECH,4.75,Factor-Based (Quality)
NIFTY200 QUALTY30,ASIANPAINT,4.17,Factor-Based (Quality)
NIFTY200 QUALTY30,COALINDIA,3.98,Factor-Based (Quality)
NIFTY200 QUALTY30,BAJAJ-AUTO,3.94,Factor-Based (Quality)
NIFTY200 QUALTY30,NESTLEIND,3.88,Factor-Based (Quality)
NIFTY200 QUALTY30,HAL,3.1,Factor-Based (Quality)
NIFTY200 QUALTY30,CUMMINSIND,2.66,Factor-Based (Quality)
NIFTY200 QUALTY30,BRITANNIA,2.51,Factor-Based (Quality)
NIFTY200 QUALTY30,HEROMOTOCO,2.48,Factor-Based (Quality)
NIFTY200 QUALTY30,HDFCAMC,2.12,Factor-Based (Quality)
NIFTY200 QUALTY30,PERSISTENT,1.96,Factor-Based (Quality)
NIFTY200 QUALTY30,DIXON,1.76,Factor-Based (Quality)
NIFTY200 QUALTY30,POLYCAB,1.64,Factor-Based (Quality)
NIFTY200 QUALTY30,PIDILITIND,1.62,Factor-Based (Quality)
NIFTY200 QUALTY30,MARICO,1.54,Factor-Based (Quality)
NIFTY200 QUALTY30,LTM,1.51,Factor-Based (Quality)
NIFTY200 QUALTY30,HAVELLS,1.2,Factor-Based (Quality)
NIFTY200 QUALTY30,COLPAL,1.05,Factor-Based (Quality)
NIFTY200 QUALTY30,HINDZINC,1.0,Factor-Based (Quality)
NIFTY200 QUALTY30,PAGEIND,0.89,Factor-Based (Quality)
NIFTY200 QUALTY30,OFSS,0.86,Factor-Based (Quality)
NIFTY200 QUALTY30,MAZDOCK,0.77,Factor-Based (Quality)
NIFTY200 QUALTY30,IRCTC,0.62,Factor-Based (Quality)
NIFTY200 QUALTY30,TATAELXSI,0.53,Factor-Based (Quality)
NIFTY200 QUALTY30,KPITTECH,0.45,Factor-Based (Quality)
NIFTY200MOMENTM30,BHARTIARTL,16.04,Factor-Based (Momentum)
NIFTY200MOMENTM30,SBIN,12.81,Factor-Based (Momentum)
NIFTY200MOMENTM30,TVSMOTOR,11.6,Factor-Based (Momentum)
NIFTY200MOMENTM30,BAJFINANCE,6.95,Factor-Based (Momentum)
NIFTY200MOMENTM30,MARUTI,4.78,Factor-Based (Momentum)
NIFTY200MOMENTM30,SHRIRAMFIN,4.71,Factor-Based (Momentum)
NIFTY200MOMENTM30,HINDALCO,4.38,Factor-Based (Momentum)
NIFTY200MOMENTM30,BSE,4.19,Factor-Based (Momentum)
NIFTY200MOMENTM30,ASIANPAINT,3.14,Factor-Based (Momentum)
NIFTY200MOMENTM30,INDIGO,2.85,Factor-Based (Momentum)
NIFTY200MOMENTM30,EICHERMOT,2.75,Factor-Based (Momentum)
NIFTY200MOMENTM30,SBILIFE,2.29,Factor-Based (Momentum)
NIFTY200MOMENTM30,FEDERALBNK,2.02,Factor-Based (Momentum)
NIFTY200MOMENTM30,CUMMINSIND,2.0,Factor-Based (Momentum)
NIFTY200MOMENTM30,CHOLAFIN,1.86,Factor-Based (Momentum)
NIFTY200MOMENTM30,HEROMOTOCO,1.86,Factor-Based (Momentum)
NIFTY200MOMENTM30,AUBANK,1.63,Factor-Based (Momentum)
NIFTY200MOMENTM30,FORTIS,1.41,Factor-Based (Momentum)
NIFTY200MOMENTM30,ASHOKLEY,1.36,Factor-Based (Momentum)
NIFTY200MOMENTM30,PAYTM,1.34,Factor-Based (Momentum)
NIFTY200MOMENTM30,CANBK,1.31,Factor-Based (Momentum)
NIFTY200MOMENTM30,MFSL,1.21,Factor-Based (Momentum)
NIFTY200MOMENTM30,MUTHOOTFIN,1.06,Factor-Based (Momentum)
NIFTY200MOMENTM30,NYKAA,1.04,Factor-Based (Momentum)
NIFTY200MOMENTM30,GLENMARK,1.02,Factor-Based (Momentum)
NIFTY200MOMENTM30,UPL,1.02,Factor-Based (Momentum)
NIFTY200MOMENTM30,GMRAIRPORT,0.99,Factor-Based (Momentum)
NIFTY200MOMENTM30,INDIANB,0.9,Factor-Based (Momentum)
NIFTY200MOMENTM30,ABCAPITAL,0.79,Factor-Based (Momentum)
NIFTY200MOMENTM30,LTF,0.69,Factor-Based (Momentum)
NIFTY500 HEALTH,SUNPHARMA,14.51,Factor-Based (Quality)
NIFTY500 HEALTH,DIVISLAB,6.43,Factor-Based (Quality)
NIFTY500 HEALTH,DRREDDY,6.43,Factor-Based (Quality)
NIFTY500 HEALTH,APOLLOHOSP,6.24,Factor-Based (Quality)
NIFTY500 HEALTH,MAXHEALTH,5.85,Factor-Based (Quality)
NIFTY500 HEALTH,CIPLA,5.78,Factor-Based (Quality)
NIFTY500 HEALTH,LUPIN,4.38,Factor-Based (Quality)
NIFTY500 HEALTH,FORTIS,3.9,Factor-Based (Quality)
NIFTY500 HEALTH,TORNTPHARM,3.43,Factor-Based (Quality)
NIFTY500 HEALTH,LAURUSLABS,3.34,Factor-Based (Quality)
NIFTY500 HEALTH,AUROPHARMA,3.12,Factor-Based (Quality)
NIFTY500 HEALTH,GLENMARK,2.83,Factor-Based (Quality)
NIFTY500 HEALTH,ALKEM,2.48,Factor-Based (Quality)
NIFTY500 HEALTH,BIOCON,2.02,Factor-Based (Quality)
NIFTY500 HEALTH,MANKIND,2.01,Factor-Based (Quality)
NIFTY500 HEALTH,ZYDUSLIFE,1.79,Factor-Based (Quality)
NIFTY500 HEALTH,IPCALAB,1.68,Factor-Based (Quality)
NIFTY500 HEALTH,ASTERDM,1.4,Factor-Based (Quality)
NIFTY500 HEALTH,JBCHEPHARM,1.32,Factor-Based (Quality)
NIFTY500 HEALTH,KIMS,1.28,Factor-Based (Quality)
NIFTY500 HEALTH,SAILIFE,1.13,Factor-Based (Quality)
NIFTY500 HEALTH,GLAND,1.09,Factor-Based (Quality)
NIFTY500 HEALTH,ABBOTINDIA,1.04,Factor-Based (Quality)
NIFTY500 HEALTH,ACUTAAS,1.0,Factor-Based (Quality)
NIFTY500 HEALTH,NEULANDLAB,0.98,Factor-Based (Quality)
NIFTY500 HEALTH,NH,0.95,Factor-Based (Quality)
NIFTY500 HEALTH,WOCKPHARMA,0.92,Factor-Based (Quality)
NIFTY500 HEALTH,AJANTPHARM,0.91,Factor-Based (Quality)
NIFTY500 HEALTH,LALPATHLAB,0.86,Factor-Based (Quality)
NIFTY500 HEALTH,GRANULES,0.8,Factor-Based (Quality)
NIFTY500 HEALTH,PPLPHARMA,0.8,Factor-Based (Quality)
NIFTY500 HEALTH,GLAXO,0.78,Factor-Based (Quality)
NIFTY500 HEALTH,NATCOPHARM,0.77,Factor-Based (Quality)
NIFTY500 HEALTH,ONESOURCE,0.76,Factor-Based (Quality)
NIFTY500 HEALTH,MEDANTA,0.75,Factor-Based (Quality)
NIFTY500 HEALTH,SYNGENE,0.65,Factor-Based (Quality)
NIFTY500 HEALTH,COHANCE,0.62,Factor-Based (Quality)
NIFTY500 HEALTH,JUBLPHARMA,0.6,Factor-Based (Quality)
NIFTY500 HEALTH,ERIS,0.57,Factor-Based (Quality)
NIFTY500 HEALTH,PFIZER,0.57,Factor-Based (Quality)
NIFTY500 HEALTH,RAINBOW,0.49,Factor-Based (Quality)
NIFTY500 HEALTH,POLYMED,0.45,Factor-Based (Quality)
NIFTY500 HEALTH,EMCURE,0.43,Factor-Based (Quality)
NIFTY500 HEALTH,VIJAYA,0.42,Factor-Based (Quality)
NIFTY500 HEALTH,INDGN,0.4,Factor-Based (Quality)
NIFTY500 HEALTH,ANTHEM,0.38,Factor-Based (Quality)
NIFTY500 HEALTH,CONCORDBIO,0.28,Factor-Based (Quality)
NIFTY500 HEALTH,CAPLIPOINT,0.27,Factor-Based (Quality)
NIFTY500 HEALTH,BLUEJET,0.12,Factor-Based (Quality)
NIFTY500MOMENTM50,BHARTIARTL,15.28,Factor-Based (Momentum)
NIFTY500MOMENTM50,TVSMOTOR,11.05,Factor-Based (Momentum)
NIFTY500MOMENTM50,M&M,7.42,Factor-Based (Momentum)
NIFTY500MOMENTM50,BAJFINANCE,6.62,Factor-Based (Momentum)
NIFTY500MOMENTM50,MARUTI,4.55,Factor-Based (Momentum)
NIFTY500MOMENTM50,SHRIRAMFIN,4.49,Factor-Based (Momentum)
NIFTY500MOMENTM50,HINDALCO,4.17,Factor-Based (Momentum)
NIFTY500MOMENTM50,BSE,3.99,Factor-Based (Momentum)
NIFTY500MOMENTM50,ASIANPAINT,2.99,Factor-Based (Momentum)
NIFTY500MOMENTM50,INDIGO,2.72,Factor-Based (Momentum)
NIFTY500MOMENTM50,EICHERMOT,2.62,Factor-Based (Momentum)
NIFTY500MOMENTM50,MCX,1.99,Factor-Based (Momentum)
NIFTY500MOMENTM50,FEDERALBNK,1.93,Factor-Based (Momentum)
NIFTY500MOMENTM50,CUMMINSIND,1.91,Factor-Based (Momentum)
NIFTY500MOMENTM50,HEROMOTOCO,1.78,Factor-Based (Momentum)
NIFTY500MOMENTM50,CHOLAFIN,1.77,Factor-Based (Momentum)
NIFTY500MOMENTM50,AUBANK,1.56,Factor-Based (Momentum)
NIFTY500MOMENTM50,GVT&D,1.51,Factor-Based (Momentum)
NIFTY500MOMENTM50,FORTIS,1.34,Factor-Based (Momentum)
NIFTY500MOMENTM50,PAYTM,1.28,Factor-Based (Momentum)
NIFTY500MOMENTM50,CANBK,1.25,Factor-Based (Momentum)
NIFTY500MOMENTM50,LAURUSLABS,1.15,Factor-Based (Momentum)
NIFTY500MOMENTM50,MFSL,1.15,Factor-Based (Momentum)
NIFTY500MOMENTM50,POWERINDIA,1.12,Factor-Based (Momentum)
NIFTY500MOMENTM50,MUTHOOTFIN,1.01,Factor-Based (Momentum)
NIFTY500MOMENTM50,NYKAA,0.99,Factor-Based (Momentum)
NIFTY500MOMENTM50,UPL,0.98,Factor-Based (Momentum)
NIFTY500MOMENTM50,GLENMARK,0.97,Factor-Based (Momentum)
NIFTY500MOMENTM50,GMRAIRPORT,0.94,Factor-Based (Momentum)
NIFTY500MOMENTM50,INDIANB,0.85,Factor-Based (Momentum)
NIFTY500MOMENTM50,ABCAPITAL,0.75,Factor-Based (Momentum)
NIFTY500MOMENTM50,KARURVYSYA,0.75,Factor-Based (Momentum)
NIFTY500MOMENTM50,RADICO,0.72,Factor-Based (Momentum)
NIFTY500MOMENTM50,LTF,0.66,Factor-Based (Momentum)
NIFTY500MOMENTM50,NAVINFLUOR,0.66,Factor-Based (Momentum)
NIFTY500MOMENTM50,M&MFIN,0.56,Factor-Based (Momentum)
NIFTY500MOMENTM50,CUB,0.54,Factor-Based (Momentum)
NIFTY500MOMENTM50,RBLBANK,0.52,Factor-Based (Momentum)
NIFTY500MOMENTM50,ASTERDM,0.48,Factor-Based (Momentum)
NIFTY500MOMENTM50,MANAPPURAM,0.43,Factor-Based (Momentum)
NIFTY500MOMENTM50,ANANDRATHI,0.41,Factor-Based (Momentum)
NIFTY500MOMENTM50,NH,0.33,Factor-Based (Momentum)
NIFTY500MOMENTM50,ASAHIINDIA,0.28,Factor-Based (Momentum)
NIFTY500MOMENTM50,IIFL,0.28,Factor-Based (Momentum)
NIFTY500MOMENTM50,FORCEMOT,0.27,Factor-Based (Momentum)
NIFTY500MOMENTM50,PTCIL,0.26,Factor-Based (Momentum)
